tx_id,origem,destino,valor,moeda,timestamp,ground_truth,pattern_id
TX_00136,ACCOUNT_120,ACCOUNT_051,2377.44,USD,2026-07-18 19:27:03,False,
TX_00091,ACCOUNT_063,ACCOUNT_004,1570.13,USD,2026-07-18 21:47:38,False,
TX_00436,ACCOUNT_088,ACCOUNT_097,1089.68,USD,2026-07-19 03:32:12,False,
TX_00098,ACCOUNT_030,ACCOUNT_096,831.73,USD,2026-07-19 04:19:53,False,
TX_00430,ACCOUNT_088,ACCOUNT_031,1939.25,USD,2026-07-19 04:28:43,False,
TX_00039,ACCOUNT_086,ACCOUNT_079,364.16,USD,2026-07-19 05:10:53,False,
TX_00326,ACCOUNT_110,ACCOUNT_078,505.06,USD,2026-07-19 07:45:16,False,
TX_00223,ACCOUNT_100,ACCOUNT_096,540.4,USD,2026-07-19 09:57:28,False,
TX_00065,ACCOUNT_041,ACCOUNT_014,461.07,USD,2026-07-19 10:32:34,False,
TX_00177,ACCOUNT_077,ACCOUNT_009,2053.35,USD,2026-07-19 11:44:32,False,
TX_00069,ACCOUNT_080,ACCOUNT_037,1291.18,USD,2026-07-19 15:44:21,False,
TX_00419,ACCOUNT_077,ACCOUNT_039,3432.28,USD,2026-07-19 18:20:39,False,
TX_00196,ACCOUNT_069,ACCOUNT_067,13875.87,USD,2026-07-19 18:43:44,False,
TX_00173,ACCOUNT_064,ACCOUNT_069,630.39,USD,2026-07-19 21:36:30,False,
TX_00425,ACCOUNT_069,ACCOUNT_056,674.46,USD,2026-07-19 23:11:08,False,
TX_00130,ACCOUNT_101,ACCOUNT_096,715.03,USD,2026-07-19 23:42:02,False,
TX_00095,ACCOUNT_055,ACCOUNT_059,1779.42,USD,2026-07-20 00:41:48,False,
TX_00147,ACCOUNT_103,ACCOUNT_096,615.84,USD,2026-07-20 00:50:17,False,
TX_00287,ACCOUNT_107,ACCOUNT_014,3443.54,USD,2026-07-20 01:36:20,False,
TX_00133,ACCOUNT_120,ACCOUNT_077,6895.21,USD,2026-07-20 02:04:40,False,
TX_00181,ACCOUNT_058,ACCOUNT_032,1800.46,USD,2026-07-20 02:12:50,False,
TX_00113,ACCOUNT_029,ACCOUNT_032,1895.55,USD,2026-07-20 06:38:51,False,
TX_00454,ACCOUNT_020,ACCOUNT_005,2800.0,USD,2026-07-20 09:00:00,True,GT_TX_002
TX_00337,ACCOUNT_081,ACCOUNT_110,1204.9,USD,2026-07-20 09:02:20,False,
TX_00455,ACCOUNT_021,ACCOUNT_005,3100.0,USD,2026-07-20 09:18:00,True,GT_TX_002
TX_00456,ACCOUNT_022,ACCOUNT_005,2600.0,USD,2026-07-20 09:37:00,True,GT_TX_002
TX_00457,ACCOUNT_023,ACCOUNT_005,3000.0,USD,2026-07-20 09:55:00,True,GT_TX_002
TX_00458,ACCOUNT_005,ACCOUNT_105,10700.0,USD,2026-07-20 10:35:00,True,GT_TX_002
TX_00222,ACCOUNT_106,ACCOUNT_070,1066.31,USD,2026-07-20 11:23:14,False,
TX_00371,ACCOUNT_078,ACCOUNT_023,2208.4,USD,2026-07-20 12:30:01,False,
TX_00194,ACCOUNT_088,ACCOUNT_074,2338.47,USD,2026-07-20 13:45:06,False,
TX_00356,ACCOUNT_061,ACCOUNT_031,244.02,USD,2026-07-20 13:48:49,False,
TX_00445,ACCOUNT_063,ACCOUNT_100,742.15,USD,2026-07-20 13:56:04,False,
TX_00274,ACCOUNT_093,ACCOUNT_078,704.52,USD,2026-07-20 14:28:34,False,
TX_00240,ACCOUNT_056,ACCOUNT_121,5710.17,USD,2026-07-20 14:57:13,False,
TX_00025,ACCOUNT_055,ACCOUNT_084,294.54,USD,2026-07-20 15:11:19,False,
TX_00001,ACCOUNT_012,ACCOUNT_097,2631.75,USD,2026-07-20 15:17:29,False,
TX_00166,ACCOUNT_025,ACCOUNT_037,1054.42,USD,2026-07-20 16:30:49,False,
TX_00398,ACCOUNT_038,ACCOUNT_083,1997.06,USD,2026-07-20 17:55:39,False,
TX_00313,ACCOUNT_088,ACCOUNT_021,6085.32,USD,2026-07-20 18:35:34,False,
TX_00411,ACCOUNT_084,ACCOUNT_092,1883.63,USD,2026-07-20 21:17:41,False,
TX_00022,ACCOUNT_001,ACCOUNT_098,360.89,USD,2026-07-20 22:41:33,False,
TX_00057,ACCOUNT_035,ACCOUNT_061,1944.91,USD,2026-07-21 03:12:33,False,
TX_00261,ACCOUNT_085,ACCOUNT_011,348.99,USD,2026-07-21 06:00:33,False,
TX_00250,ACCOUNT_007,ACCOUNT_117,371.91,USD,2026-07-21 06:13:12,False,
TX_00163,ACCOUNT_078,ACCOUNT_012,2158.26,USD,2026-07-21 10:07:27,False,
TX_00388,ACCOUNT_104,ACCOUNT_116,705.64,USD,2026-07-21 10:56:43,False,
TX_00020,ACCOUNT_049,ACCOUNT_030,1638.01,USD,2026-07-21 11:23:48,False,
TX_00161,ACCOUNT_006,ACCOUNT_110,2025.25,USD,2026-07-21 12:50:12,False,
TX_00156,ACCOUNT_016,ACCOUNT_005,1476.0,USD,2026-07-21 13:59:21,False,
TX_00303,ACCOUNT_029,ACCOUNT_074,1464.3,USD,2026-07-21 14:58:37,False,
TX_00002,ACCOUNT_055,ACCOUNT_011,231.38,USD,2026-07-21 22:06:17,False,
TX_00172,ACCOUNT_015,ACCOUNT_016,4528.87,USD,2026-07-21 22:06:33,False,
TX_00288,ACCOUNT_049,ACCOUNT_113,590.21,USD,2026-07-21 22:41:47,False,
TX_00009,ACCOUNT_021,ACCOUNT_095,4025.03,USD,2026-07-22 00:22:35,False,
TX_00234,ACCOUNT_001,ACCOUNT_022,1589.0,USD,2026-07-22 02:11:02,False,
TX_00045,ACCOUNT_016,ACCOUNT_057,1980.26,USD,2026-07-22 02:54:11,False,
TX_00205,ACCOUNT_052,ACCOUNT_047,700.97,USD,2026-07-22 06:36:24,False,
TX_00298,ACCOUNT_007,ACCOUNT_108,1411.55,USD,2026-07-22 08:19:18,False,
TX_00086,ACCOUNT_025,ACCOUNT_004,405.96,USD,2026-07-22 11:05:35,False,
TX_00157,ACCOUNT_012,ACCOUNT_057,434.21,USD,2026-07-22 16:15:41,False,
TX_00397,ACCOUNT_116,ACCOUNT_052,3619.93,USD,2026-07-22 18:50:58,False,
TX_00064,ACCOUNT_036,ACCOUNT_092,1506.05,USD,2026-07-22 19:26:10,False,
TX_00141,ACCOUNT_085,ACCOUNT_066,1944.0,USD,2026-07-22 19:58:44,False,
TX_00447,ACCOUNT_065,ACCOUNT_086,3217.3,USD,2026-07-22 20:02:49,False,
TX_00003,ACCOUNT_066,ACCOUNT_122,1007.66,USD,2026-07-23 01:44:30,False,
TX_00405,ACCOUNT_119,ACCOUNT_092,1213.47,USD,2026-07-23 03:43:39,False,
TX_00314,ACCOUNT_091,ACCOUNT_038,4551.89,USD,2026-07-23 03:46:40,False,
TX_00119,ACCOUNT_078,ACCOUNT_098,1067.66,USD,2026-07-23 04:06:39,False,
TX_00338,ACCOUNT_048,ACCOUNT_012,120.84,USD,2026-07-23 06:02:08,False,
TX_00342,ACCOUNT_013,ACCOUNT_054,989.95,USD,2026-07-23 07:23:32,False,
TX_00402,ACCOUNT_037,ACCOUNT_112,2307.41,USD,2026-07-23 09:24:36,False,
TX_00076,ACCOUNT_047,ACCOUNT_093,1579.57,USD,2026-07-23 09:41:18,False,
TX_00176,ACCOUNT_066,ACCOUNT_123,1907.49,USD,2026-07-23 11:35:07,False,
TX_00242,ACCOUNT_037,ACCOUNT_122,914.59,USD,2026-07-23 11:59:17,False,
TX_00327,ACCOUNT_066,ACCOUNT_050,4266.71,USD,2026-07-23 13:11:50,False,
TX_00270,ACCOUNT_053,ACCOUNT_121,594.56,USD,2026-07-23 13:24:48,False,
TX_00209,ACCOUNT_019,ACCOUNT_089,1464.88,USD,2026-07-23 14:12:56,False,
TX_00236,ACCOUNT_078,ACCOUNT_124,1857.73,USD,2026-07-23 20:13:53,False,
TX_00358,ACCOUNT_032,ACCOUNT_040,1306.12,USD,2026-07-23 22:39:30,False,
TX_00026,ACCOUNT_059,ACCOUNT_010,1550.72,USD,2026-07-23 22:47:57,False,
TX_00035,ACCOUNT_014,ACCOUNT_012,2076.16,USD,2026-07-24 03:31:03,False,
TX_00263,ACCOUNT_080,ACCOUNT_038,1178.73,USD,2026-07-24 06:12:25,False,
TX_00118,ACCOUNT_123,ACCOUNT_073,1404.2,USD,2026-07-24 09:13:25,False,
TX_00056,ACCOUNT_120,ACCOUNT_059,2847.83,USD,2026-07-24 11:34:09,False,
TX_00121,ACCOUNT_105,ACCOUNT_058,1570.05,USD,2026-07-24 12:34:45,False,
TX_00188,ACCOUNT_077,ACCOUNT_054,1308.61,USD,2026-07-24 13:37:04,False,
TX_00043,ACCOUNT_033,ACCOUNT_090,1113.32,USD,2026-07-24 16:05:05,False,
TX_00111,ACCOUNT_093,ACCOUNT_110,1780.85,USD,2026-07-24 18:42:32,False,
TX_00246,ACCOUNT_123,ACCOUNT_010,4217.52,USD,2026-07-24 19:27:04,False,
TX_00317,ACCOUNT_008,ACCOUNT_022,414.72,USD,2026-07-24 19:56:30,False,
TX_00252,ACCOUNT_109,ACCOUNT_050,1664.83,USD,2026-07-25 00:37:39,False,
TX_00235,ACCOUNT_090,ACCOUNT_123,4118.13,USD,2026-07-25 01:59:20,False,
TX_00021,ACCOUNT_105,ACCOUNT_025,1737.51,USD,2026-07-25 03:31:38,False,
TX_00412,ACCOUNT_111,ACCOUNT_041,853.49,USD,2026-07-25 03:36:16,False,
TX_00262,ACCOUNT_043,ACCOUNT_054,8496.56,USD,2026-07-25 05:21:02,False,
TX_00197,ACCOUNT_121,ACCOUNT_065,1454.43,USD,2026-07-25 05:58:34,False,
TX_00165,ACCOUNT_107,ACCOUNT_098,939.77,USD,2026-07-25 06:00:42,False,
TX_00239,ACCOUNT_064,ACCOUNT_092,630.35,USD,2026-07-25 06:38:15,False,
TX_00174,ACCOUNT_057,ACCOUNT_020,602.25,USD,2026-07-25 09:35:47,False,
TX_00102,ACCOUNT_030,ACCOUNT_106,18298.25,USD,2026-07-25 11:55:46,False,
TX_00201,ACCOUNT_109,ACCOUNT_106,1035.23,USD,2026-07-25 15:45:29,False,
TX_00248,ACCOUNT_101,ACCOUNT_056,2004.78,USD,2026-07-25 16:15:35,False,
TX_00006,ACCOUNT_116,ACCOUNT_051,2040.11,USD,2026-07-25 16:23:18,False,
TX_00311,ACCOUNT_080,ACCOUNT_040,1820.22,USD,2026-07-25 16:45:31,False,
TX_00104,ACCOUNT_075,ACCOUNT_025,551.05,USD,2026-07-25 17:45:29,False,
TX_00204,ACCOUNT_093,ACCOUNT_055,348.78,USD,2026-07-25 19:33:53,False,
TX_00008,ACCOUNT_070,ACCOUNT_108,1280.58,USD,2026-07-25 19:53:39,False,
TX_00078,ACCOUNT_031,ACCOUNT_009,1139.6,USD,2026-07-25 22:24:04,False,
TX_00212,ACCOUNT_021,ACCOUNT_053,5802.49,USD,2026-07-26 02:08:20,False,
TX_00200,ACCOUNT_100,ACCOUNT_065,2438.23,USD,2026-07-26 02:54:55,False,
TX_00171,ACCOUNT_097,ACCOUNT_103,1258.63,USD,2026-07-26 03:20:44,False,
TX_00435,ACCOUNT_043,ACCOUNT_017,1249.35,USD,2026-07-26 04:12:18,False,
TX_00221,ACCOUNT_034,ACCOUNT_031,1673.88,USD,2026-07-26 05:13:01,False,
TX_00019,ACCOUNT_055,ACCOUNT_101,1630.79,USD,2026-07-26 06:01:05,False,
TX_00427,ACCOUNT_115,ACCOUNT_040,1985.77,USD,2026-07-26 07:11:32,False,
TX_00143,ACCOUNT_018,ACCOUNT_117,322.65,USD,2026-07-26 08:25:54,False,
TX_00325,ACCOUNT_020,ACCOUNT_029,1387.17,USD,2026-07-26 10:07:19,False,
TX_00226,ACCOUNT_061,ACCOUNT_087,1238.45,USD,2026-07-26 13:27:04,False,
TX_00258,ACCOUNT_107,ACCOUNT_098,930.07,USD,2026-07-26 14:24:29,False,
TX_00304,ACCOUNT_107,ACCOUNT_036,6753.63,USD,2026-07-26 14:25:33,False,
TX_00127,ACCOUNT_084,ACCOUNT_115,3864.82,USD,2026-07-26 15:01:02,False,
TX_00424,ACCOUNT_042,ACCOUNT_041,2511.69,USD,2026-07-26 16:45:41,False,
TX_00433,ACCOUNT_028,ACCOUNT_037,750.0,USD,2026-07-26 19:36:37,False,
TX_00413,ACCOUNT_025,ACCOUNT_118,522.94,USD,2026-07-26 19:39:13,False,
TX_00132,ACCOUNT_026,ACCOUNT_063,1427.04,USD,2026-07-26 19:43:03,False,
TX_00238,ACCOUNT_121,ACCOUNT_058,2547.73,USD,2026-07-27 00:05:49,False,
TX_00100,ACCOUNT_054,ACCOUNT_121,357.69,USD,2026-07-27 00:35:35,False,
TX_00276,ACCOUNT_041,ACCOUNT_044,1894.28,USD,2026-07-27 05:30:22,False,
TX_00352,ACCOUNT_013,ACCOUNT_074,717.55,USD,2026-07-27 10:20:45,False,
TX_00260,ACCOUNT_050,ACCOUNT_069,491.74,USD,2026-07-27 14:19:17,False,
TX_00344,ACCOUNT_048,ACCOUNT_117,1507.11,USD,2026-07-27 15:03:04,False,
TX_00376,ACCOUNT_021,ACCOUNT_010,800.87,USD,2026-07-27 15:21:07,False,
TX_00332,ACCOUNT_051,ACCOUNT_097,932.81,USD,2026-07-27 16:33:09,False,
TX_00072,ACCOUNT_055,ACCOUNT_019,5547.94,USD,2026-07-27 18:00:27,False,
TX_00010,ACCOUNT_045,ACCOUNT_056,910.97,USD,2026-07-27 19:02:49,False,
TX_00256,ACCOUNT_004,ACCOUNT_088,4565.93,USD,2026-07-27 20:51:25,False,
TX_00305,ACCOUNT_058,ACCOUNT_021,599.55,USD,2026-07-27 21:37:36,False,
TX_00320,ACCOUNT_074,ACCOUNT_072,1393.8,USD,2026-07-27 22:03:27,False,
TX_00340,ACCOUNT_072,ACCOUNT_098,680.21,USD,2026-07-28 02:51:38,False,
TX_00407,ACCOUNT_090,ACCOUNT_091,2811.23,USD,2026-07-28 05:06:07,False,
TX_00295,ACCOUNT_075,ACCOUNT_031,583.71,USD,2026-07-28 10:12:17,False,
TX_00416,ACCOUNT_036,ACCOUNT_085,1936.9,USD,2026-07-28 10:21:36,False,
TX_00105,ACCOUNT_116,ACCOUNT_018,1980.87,USD,2026-07-28 10:59:31,False,
TX_00031,ACCOUNT_107,ACCOUNT_036,2493.49,USD,2026-07-28 12:42:34,False,
TX_00198,ACCOUNT_093,ACCOUNT_017,1272.7,USD,2026-07-28 15:09:40,False,
TX_00145,ACCOUNT_092,ACCOUNT_053,2786.07,USD,2026-07-28 15:34:08,False,
TX_00099,ACCOUNT_015,ACCOUNT_047,1230.49,USD,2026-07-28 19:03:36,False,
TX_00137,ACCOUNT_125,ACCOUNT_100,1379.54,USD,2026-07-28 22:35:14,False,
TX_00439,ACCOUNT_053,ACCOUNT_110,4874.49,USD,2026-07-28 23:41:18,False,
TX_00094,ACCOUNT_121,ACCOUNT_023,1034.17,USD,2026-07-28 23:46:36,False,
TX_00423,ACCOUNT_077,ACCOUNT_023,2464.3,USD,2026-07-29 01:52:29,False,
TX_00070,ACCOUNT_065,ACCOUNT_124,2001.13,USD,2026-07-29 01:57:04,False,
TX_00283,ACCOUNT_018,ACCOUNT_005,636.49,USD,2026-07-29 03:22:37,False,
TX_00440,ACCOUNT_080,ACCOUNT_009,1977.0,USD,2026-07-29 03:40:53,False,
TX_00361,ACCOUNT_052,ACCOUNT_018,908.5,USD,2026-07-29 05:43:16,False,
TX_00077,ACCOUNT_001,ACCOUNT_118,5918.48,USD,2026-07-29 10:21:59,False,
TX_00151,ACCOUNT_022,ACCOUNT_070,1606.92,USD,2026-07-29 11:19:39,False,
TX_00190,ACCOUNT_106,ACCOUNT_028,489.97,USD,2026-07-29 11:22:57,False,
TX_00339,ACCOUNT_067,ACCOUNT_098,485.41,USD,2026-07-29 11:49:14,False,
TX_00399,ACCOUNT_075,ACCOUNT_077,337.77,USD,2026-07-29 12:02:38,False,
TX_00360,ACCOUNT_124,ACCOUNT_045,500.7,USD,2026-07-29 14:09:33,False,
TX_00249,ACCOUNT_007,ACCOUNT_047,528.01,USD,2026-07-29 14:16:12,False,
TX_00059,ACCOUNT_101,ACCOUNT_034,921.66,USD,2026-07-29 14:42:59,False,
TX_00135,ACCOUNT_091,ACCOUNT_018,840.12,USD,2026-07-29 19:09:20,False,
TX_00422,ACCOUNT_088,ACCOUNT_110,810.79,USD,2026-07-29 20:57:46,False,
TX_00168,ACCOUNT_123,ACCOUNT_101,163.98,USD,2026-07-29 21:29:43,False,
TX_00307,ACCOUNT_070,ACCOUNT_057,6678.52,USD,2026-07-30 01:08:53,False,
TX_00042,ACCOUNT_088,ACCOUNT_096,972.01,USD,2026-07-30 01:48:25,False,
TX_00353,ACCOUNT_060,ACCOUNT_026,928.67,USD,2026-07-30 06:27:51,False,
TX_00335,ACCOUNT_115,ACCOUNT_108,470.66,USD,2026-07-30 12:08:30,False,
TX_00273,ACCOUNT_039,ACCOUNT_067,2714.49,USD,2026-07-30 12:28:28,False,
TX_00285,ACCOUNT_072,ACCOUNT_009,1117.67,USD,2026-07-30 12:54:46,False,
TX_00343,ACCOUNT_027,ACCOUNT_123,6491.97,USD,2026-07-30 15:22:33,False,
TX_00393,ACCOUNT_080,ACCOUNT_070,1063.96,USD,2026-07-30 19:13:31,False,
TX_00428,ACCOUNT_003,ACCOUNT_094,1478.35,USD,2026-07-30 21:39:24,False,
TX_00229,ACCOUNT_003,ACCOUNT_050,1402.52,USD,2026-07-30 22:42:30,False,
TX_00437,ACCOUNT_015,ACCOUNT_057,588.99,USD,2026-07-30 22:59:55,False,
